Station Name: DUNSANY,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-24,0,4.9,0,1,0,3.1,0,0,1027.8,4.1,0,8,0,320,0,11,4.497,0.4,0.5,2.1,2.1,-4.2,92
13-Jan-24,0,4.6,0,1,0,1,0,0.3,1017.2,3.4,0,6,0,230,0,7,4.086,0.2,0.3,1.9,1.9,-4.1,159
14-Jan-24,0,5.1,0,-0.9,0,-4.2,0,0,1008.2,3.7,0,9,0,310,0,14,3.697,0.1,0.1,2,2,-3.8,317
15-Jan-24,0,3,0,-3.1,0,-6.8,0,0,1004.9,3.3,0,6,0,290,0,10,2.103,0,0.1,2,2,-3.6,404
16-Jan-24,0,4.3,0,-1.7,0,-5.7,0,0,995.6,8.6,0,14,0,210,0,20,1.636,0.4,0.4,2.4,2.4,-3.1,353
17-Jan-24,0,2,0,-5.2,0,-6.6,0,0,988.4,2.6,0,9,0,310,0,13,1.589,0,0,2.4,2.4,-2.9,461
18-Jan-24,0,3.1,0,-6,0,-9.3,0,0,999.8,3.8,0,8,0,260,0,11,1.096,0.1,0.2,2.5,2.5,-2.7,450
19-Jan-24,0,5.3,0,-3.2,0,-7.9,0,0,1006,9.2,0,14,0,180,0,24,0.861,0.5,0.5,2.9,2.9,-2.1,404
20-Jan-24,0,9.4,0,5.3,0,-3.1,0,7.6,996.2,15.2,0,21,0,190,0,34,2.303,0.9,1.2,0,-3.8,-8.7,132
21-Jan-24,0,13.3,0,5.4,0,4.1,0,13.6,979.2,18.9,0,37,0,240,0,53,5.413,0.8,1.1,0,-10,-10,78
22-Jan-24,0,8,0,4.6,0,4.3,0,0.5,991.7,16.2,0,25,0,240,0,37,5.302,0.9,1.1,0.4,0.4,-9.1,383
23-Jan-24,0,13.8,0,4.3,0,3.1,0,6.8,997.7,18.6,0,32,0,240,0,52,6.096,0.7,1,0,-5.7,-10,130
24-Jan-24,0,9.7,0,4.9,0,5.7,0,0.2,1005.1,11.5,0,29,0,240,0,42,6.195,0.8,0.9,0.6,0.6,-8.9,240
25-Jan-24,0,12.9,0,5.9,0,2.8,0,3.6,1003.8,12.4,0,23,0,200,0,38,6.999,0.7,0.9,0,-2.4,-10,181
26-Jan-24,0,8.1,0,2.4,0,1.3,0,0.4,1007.6,12.5,0,26,0,250,0,38,5.812,0.5,0.6,0.1,0.1,-9.4,486
27-Jan-24,0,10.2,0,5.7,0,2.5,0,0,1011.5,12.1,0,17,0,190,0,26,5.714,0.7,0.9,0.8,0.8,-8.2,276
28-Jan-24,0,12,0,6.3,0,6.2,0,0.2,1002.6,13.5,0,22,0,160,0,36,7.62,0.7,0.9,1.3,1.3,-7.4,208
29-Jan-24,0,6.3,0,2,0,3,0,6.3,1011.2,5.5,0,9,0,350,0,14,6.242,0.4,0.6,0,-4.6,-10,165
30-Jan-24,0,7.7,0,-1.2,0,-4.1,0,0,1017.3,6,0,12,0,190,0,18,3.826,0.4,0.5,0.4,0.4,-9.1,549
31-Jan-24,0,10.7,0,2.1,0,-0.1,0,3,1012.8,13,0,24,0,200,0,34,4.807,0.6,0.8,0,-2.1,-10,141
1-Feb-24,0,9.5,0,2.5,0,0.2,0,0,1020.5,8.4,0,14,0,210,0,23,4.722,0.4,0.5,0.4,0.4,-9.1,461
2-Feb-24,0,12.3,0,9,0,3.4,0,0.5,1015.4,14.2,0,19,0,220,0,28,7.774,0.6,0.8,0.4,0.4,-8.6,201
3-Feb-24,0,11.3,0,7.6,0,7.5,0,0.8,1015,9.6,0,16,0,240,0,23,8.451,0.5,0.6,0.1,0.1,-8.5,324
4-Feb-24,0,12.8,0,7.6,0,6.8,0,0.1,1011.6,17.3,0,27,0,240,0,40,8.201,0.8,1.1,0.8,0.8,-7.4,227
5-Feb-24,0,11.4,0,8.3,0,7.7,0,0.2,1003,14.9,0,21,0,220,0,33,8.325,0.9,1.2,1.5,1.5,-6.3,130
6-Feb-24,0,10.8,0,2.1,0,6.9,0,7.9,994.9,8.2,0,21,0,220,0,32,8.1,0.4,0.6,0,-6,-10,185
7-Feb-24,0,6.1,0,-0.4,0,-2.3,0,0,994.2,2.9,0,9,0,70,0,12,5.439,0.3,0.5,0.3,0.3,-9.2,484
8-Feb-24,0,6.3,0,1.9,0,-0.4,0,18,977.6,14,0,20,0,70,0,33,4.881,0.4,0.6,0,-10,-10,123
9-Feb-24,0,6.6,0,4.9,0,2.8,0,5.2,964.5,8.6,0,16,0,70,0,24,5.969,0.4,0.6,0,-4.8,-10,208
10-Feb-24,0,10.2,0,1.2,0,0.4,0,0.2,971.3,5.1,0,11,0,90,0,15,5.724,0.4,0.6,0.2,0.2,-9.3,657
11-Feb-24,0,9.1,0,1.9,0,-0.5,0,0,981.7,7.3,0,14,0,250,0,22,5.447,0.6,0.8,0.8,0.8,-8.2,661
12-Feb-24,0,8.3,0,0.8,0,-0.1,0,1.5,991.3,10.9,0,22,0,250,0,40,4.254,0.7,1,0,0,-8.6,588
13-Feb-24,0,8.6,0,3.2,0,2.2,0,4.5,994.9,5.1,0,8,0,200,0,13,4.963,0.4,0.6,0,-4.1,-10,300
14-Feb-24,0,13,0,8.1,0,4.5,0,5,993.4,7.6,0,12,0,200,0,19,7.847,0.5,0.7,0,-4.5,-10,256
15-Feb-24,0,12.5,0,6.2,0,10.4,0,5.6,992.4,6,0,12,0,180,0,19,9.403,0.5,0.7,0,-5.1,-10,293
16-Feb-24,0,11.2,0,7.4,0,2.3,0,1.4,1002.9,7.5,0,15,0,240,0,21,8.57,0.5,0.7,0,-0.9,-10,408
17-Feb-24,0,12.8,0,9.2,0,6.4,0,4.2,1009.5,7.6,0,14,0,160,0,24,9.352,0.5,0.7,0,-3.7,-10,232
18-Feb-24,0,12.9,0,8.4,0,7.8,0,0.3,1014.8,7.1,0,12,0,210,0,18,9.72,0.7,1,0.4,0.4,-9.1,534
19-Feb-24,0,11.4,0,7.3,0,6.1,0,0.6,1017.4,9.5,0,16,0,240,0,22,8.67,0.9,1.2,0.7,0.7,-8.4,515
20-Feb-24,0,12.6,0,5.6,0,6.6,0,2.4,1008.1,10.1,0,16,0,220,0,28,8.25,0.7,1,0,-1.1,-9.7,431
21-Feb-24,0,12.8,0,5.4,0,3.7,0,4.4,988.6,12.7,0,22,0,250,0,32,8.443,0.7,1.1,0,-3.7,-10,628
22-Feb-24,0,8.1,0,2,0,1.7,0,2.5,973.4,10.7,0,17,0,250,0,27,6.871,0.7,1.1,0,-1.8,-10,719
23-Feb-24,0,7.9,0,1.3,0,0.7,0,0.1,973.9,9.3,0,15,0,270,0,20,5.196,0.8,1.2,0.7,0.7,-8.8,752
24-Feb-24,0,7.1,0,1.2,0,0.2,0,0,981.6,3.7,0,7,0,270,0,10,5.227,0.6,0.8,1.3,1.3,-7.8,490
25-Feb-24,0,7.9,0,2.4,0,-1.4,0,0.1,990.7,8.7,0,16,0,40,0,23,5.273,0.7,1,1.8,1.8,-6.8,500
26-Feb-24,0,9.3,0,0.5,0,-1.9,0,0,1006.5,5.4,0,12,0,330,0,21,4.923,0.9,1.3,2.7,2.7,-5.6,976
27-Feb-24,0,10.4,0,1.5,0,-2.2,0,0.5,1008.1,8.9,0,16,0,270,0,24,5.514,0.8,1.2,3,3,-5,589
28-Feb-24,0,12.4,0,3.8,0,2.2,0,5,999.7,10.7,0,18,0,210,0,37,6.795,0.7,1,0,-1.3,-9.1,341
29-Feb-24,0,8.1,0,1.3,0,3.4,0,0.3,986.4,11.1,0,21,0,230,0,30,6.339,0.9,1.4,0.6,0.6,-8,839
1-Mar-24,0,4.2,0,1,0,0.3,0,25.6,977.9,11.1,0,21,0,40,0,34,4.608,0.5,0.8,0,-10,-10,181
2-Mar-24,0,7.7,0,0.1,0,-1.3,0,0.2,984.2,7.4,0,14,0,290,0,21,4.175,0.8,1.2,0.6,0.6,-8.9,763
3-Mar-24,0,8.3,0,0.9,0,-0.2,0,0,990,5.2,0,8,0,220,0,11,4.89,0.7,1,1.4,1.4,-7.7,649
4-Mar-24,0,7.8,0,1.8,0,-0.4,0,0.3,989.2,12.6,0,27,0,100,0,37,4.983,0.7,1,1.7,1.7,-6.9,407
5-Mar-24,0,11.9,0,3.9,0,4.1,0,1.5,997,10.7,0,21,0,180,0,34,6.051,1.5,2,1.7,1.7,-6.6,896
6-Mar-24,0,11,0,2.1,0,0.9,0,0,1007,8.6,0,13,0,140,0,19,5.806,1.1,1.5,2.7,2.7,-5.2,759
7-Mar-24,0,9.3,0,6,0,4.9,0,0,1006.5,10.6,0,18,0,110,0,26,6.677,1.3,1.9,4,4,-3.6,858
8-Mar-24,0,7.2,0,4.5,0,3.5,0,0.1,997.5,12.5,0,18,0,70,0,26,6.057,1,1.4,4.9,4.9,-2.5,438
9-Mar-24,0,7.3,0,5,0,4.1,0,0.2,988.4,13.3,0,19,0,50,0,29,5.559,0.9,1.2,5.6,5.6,-1.7,76
10-Mar-24,0,7.5,0,6.2,0,5.1,0,3.3,990.2,8.6,0,16,0,60,0,23,6.322,0.6,0.9,2.9,2.9,-4.3,92
11-Mar-24,0,8.3,0,6.1,0,5.8,0,5.6,996.4,4.1,0,10,0,110,0,16,6.913,0.6,0.8,0,-2.2,-9.1,229
12-Mar-24,0,13.3,0,6.3,0,5.9,0,1.9,992,10.1,0,17,0,180,0,28,8.278,0.7,1.1,0,-1.2,-9.8,507
13-Mar-24,0,12.1,0,6.5,0,8.9,0,9.5,991.5,8.8,0,18,0,190,0,27,9.67,0.7,1.1,0,-8.8,-10,442
14-Mar-24,0,14.5,0,6.5,0,6.5,0,11.5,987.1,10.9,0,15,0,210,0,24,9.612,1.1,1.5,0,-10,-10,580
15-Mar-24,0,11.6,0,1,0,7.7,0,0.9,993.6,9,0,21,0,240,0,30,9.503,0.9,1.4,0,0,-9.5,984
16-Mar-24,0,12.3,0,0.5,0,-2,0,3.3,1002,7.7,0,12,0,110,0,20,7.351,0.6,0.9,0,-2.7,-10,343
17-Mar-24,0,13.1,0,7.9,0,5.9,0,0.3,997.6,8.4,0,17,0,210,0,24,9.002,1.2,1.7,0.9,0.9,-8.6,774
18-Mar-24,0,11.7,0,5.2,0,3.8,0,1.5,994.7,11.4,0,19,0,190,0,29,8.48,0.8,1.3,0.3,0.3,-8.8,667
19-Mar-24,0,12.9,0,7.4,0,6.6,0,0.3,997.7,6.7,0,20,0,220,0,27,9.743,1.2,1.7,1.2,1.2,-7.4,875
20-Mar-24,0,11.7,0,3.9,0,6.5,0,2.8,1008.9,4.7,0,10,0,330,0,14,9.485,1.2,1.6,0,-0.5,-8.7,906
21-Mar-24,0,13.3,0,4.4,0,1,0,2.8,1010.2,11.4,0,19,0,210,0,26,8.382,0.9,1.3,0,-1.9,-10,437
22-Mar-24,0,10.4,0,3.1,0,3.5,0,0.6,1007.8,11.8,0,20,0,250,0,31,8.309,1.3,2.2,0.7,0.7,-8.8,1477
23-Mar-24,0,9.7,0,2.9,0,1.9,0,1.5,1003.9,13,0,19,0,290,0,34,6.96,1.6,2.5,0.8,0.8,-8.3,1310
24-Mar-24,0,10.1,0,3,0,1.9,0,1.4,996.4,7.9,0,12,0,250,0,19,7.323,1.1,1.7,0.5,0.5,-8.1,895
25-Mar-24,0,11.1,0,7.1,0,6,0,4.8,984.3,8.8,0,16,0,100,0,24,8.558,1.1,1.6,0,-3.2,-10,680
26-Mar-24,0,8.8,0,6.3,0,6.3,0,2.6,974.2,8.8,0,13,0,50,0,21,8.033,0.8,1.1,0,-1.8,-10,356
27-Mar-24,0,9.2,0,1.5,0,3,0,2.7,961.9,8.8,0,16,0,170,0,27,7.586,1.2,1.9,0,-1.5,-10,1130
28-Mar-24,0,10,0,2.1,0,0.1,0,5.3,963,3.9,0,9,0,80,0,12,7.379,1.4,2,0,-3.9,-10,1213
29-Mar-24,0,12.7,0,2.9,0,0.1,0,0.8,970.5,5.8,0,14,0,200,0,19,7.978,1.8,2.5,1,1,-8.5,1410
30-Mar-24,0,12.6,0,3.7,0,2,0,1,978.9,7.2,0,14,0,160,0,21,8.392,1.8,2.7,1.8,1.8,-7.3,1548
31-Mar-24,0,13.2,0,7.2,0,5.4,0,0.7,982.6,11,0,16,0,100,0,21,9.175,2,3,3,3,-5.6,1475
1-Apr-24,0,8.4,0,5.8,0,6.7,0,1.8,984.2,7.2,0,13,0,70,0,20,8.685,0.7,1.1,2,2,-6.4,467
2-Apr-24,0,12.4,0,1.7,0,-0.4,0,0.3,988.3,4.9,0,11,0,50,0,16,8.712,1.4,2,3.1,3.1,-5,1184
3-Apr-24,0,12.6,0,6.4,0,6.2,0,10.2,987.3,6.2,0,11,0,30,0,17,9.59,1.5,2.1,0,-5.7,-10,983
4-Apr-24,0,10.6,0,6.2,0,5.4,0,7.1,984.8,8,0,13,0,100,0,18,9.31,0.9,1.4,0,-6.2,-10,616
5-Apr-24,0,14.5,0,10.5,0,7.7,0,1.3,981.4,12.4,0,22,0,180,0,31,10.56,1.7,2.6,0.4,0.4,-9.1,1133
6-Apr-24,0,14.8,0,7.2,0,10.1,0,0.7,975.2,19.7,0,29,0,170,0,48,11.048,1.7,2.9,1.5,1.5,-7.6,1160
7-Apr-24,0,12.7,0,6,0,5.8,0,1.6,984.6,14.6,0,24,0,200,0,38,9.385,2.3,3.6,2.1,2.1,-6.5,1585
8-Apr-24,0,9,0,5,0,3.9,0,14,989.6,7.5,0,16,0,310,0,23,8.249,0.8,1.1,0,-10,-10,387
9-Apr-24,0,11.9,0,4.7,0,3.8,0,0.6,1000.4,11.3,0,20,0,280,0,33,8.628,2.4,3.6,1.8,1.8,-7.7,1882
10-Apr-24,0,15.6,0,4.4,0,3.7,0,7.5,1005.7,12.1,0,19,0,210,0,27,9.335,1.2,1.7,0,-4.6,-10,497
11-Apr-24,0,15.8,0,12.4,0,10.2,0,2.3,1011.2,11.8,0,17,0,200,0,25,11.882,1.7,2.4,0,-0.6,-10,873
12-Apr-24,0,15.2,0,11.4,0,11.2,0,0.9,1010.7,11.7,0,17,0,190,0,25,12.138,1.5,2.2,0.6,0.6,-8.9,807
13-Apr-24,0,14.2,0,5.5,0,10,0,0.3,1008.8,12.9,0,24,0,240,0,33,11.49,2,3.2,2.3,2.3,-6.8,1577
14-Apr-24,0,12,0,3.5,0,2.6,0,1.2,1004.2,12.1,0,20,0,220,0,31,9.062,1.6,2.5,2.7,2.7,-6,1166
15-Apr-24,0,10,0,4,0,3.2,0,3.3,999.2,15.8,0,23,0,220,0,43,8.987,1.8,3.2,1.1,1.1,-7.2,1773
16-Apr-24,0,12.5,0,4.4,0,4.7,0,2.2,1008.8,8.9,0,14,0,290,0,23,9.747,2.3,3.6,1.2,1.2,-6.7,1981
17-Apr-24,0,10.8,0,3.1,0,2.3,0,2.3,1010.5,5,0,9,0,260,0,14,8.744,1,1.4,0,-0.1,-7.6,698
18-Apr-24,0,13.1,0,1.8,0,0.4,0,0.1,1012,8.5,0,15,0,240,0,22,8.737,1.2,1.8,1.1,1.1,-6.1,727
19-Apr-24,0,14.6,0,3.1,0,8.3,0,1.3,1013.4,7.7,0,13,0,300,0,20,10.675,1.9,2.7,1.7,1.7,-5.3,1394
20-Apr-24,0,15,0,-0.1,0,-2.1,0,0,1019.1,2.7,0,8,0,110,0,10,10.75,2.6,3.5,4.2,4.2,-2.5,2320
21-Apr-24,0,16.9,0,1.6,0,-0.1,0,0,1021.6,2.9,0,10,0,90,0,14,11.907,2.7,3.7,6.8,6.8,0.4,2289
22-Apr-24,0,12,0,3.1,0,1.3,0,0,1020.5,5.9,0,13,0,320,0,19,10.52,1.2,1.6,7.9,7.9,1.5,692
23-Apr-24,0,14.6,0,4.8,0,6.4,0,0,1016.3,6.2,0,10,0,350,0,16,11.512,2.7,3.9,10.4,10.4,4.2,2181
24-Apr-24,0,11.7,0,2.1,0,-0.3,0,0,1008,3.2,0,7,0,0,0,12,10.693,1.6,2.2,11.8,11.8,5.8,1207
25-Apr-24,0,10.7,0,1.7,0,-0.5,0,0.6,997.4,4,0,9,0,320,0,14,9.97,1.5,2,12.5,12.5,6.7,1034
26-Apr-24,0,10.2,0,1.2,0,-1.1,0,0.1,995,5.2,0,13,0,50,0,19,9.43,2,2.9,14.2,14.2,8.6,1687
27-Apr-24,0,11,0,-0.9,0,-3.5,0,0,996.5,5,0,12,0,90,0,17,8.318,1.9,2.7,15.8,15.8,10.5,1633
28-Apr-24,0,13.2,0,-1.9,0,-4.1,0,4.6,996.2,5.4,0,14,0,210,0,21,8.739,2,2.9,12.9,12.9,7.8,1716
29-Apr-24,0,14.6,0,6.7,0,6,0,3.2,992.3,9.6,0,19,0,230,0,28,10.203,2.3,3.3,11.7,11.7,6.9,1451
30-Apr-24,0,13,0,6.8,0,6.6,0,4.6,992.7,7.6,0,14,0,130,0,24,10.688,1.8,2.6,8.7,8.7,4.1,1173
1-May-24,0,14.2,0,4.6,0,2.7,0,0.8,998.5,7.7,0,13,0,90,0,20,10.72,2.5,3.8,10.3,10.3,5.8,2113
2-May-24,0,16.4,0,7.3,0,6.8,0,2.7,997.2,5.9,0,15,0,50,0,25,11.995,2.1,3,9.5,9.5,5.3,1443
3-May-24,0,14.2,0,9.8,0,9.6,0,0,997.1,4.8,0,9,0,250,0,13,12.927,1.4,1.8,10.7,10.7,6.6,763
4-May-24,0,12.6,0,9.7,0,9.6,0,0.4,997.8,5.9,0,10,0,230,0,14,11.93,1,1.3,11.2,11.2,7.2,367
5-May-24,0,17.8,0,9.6,0,9.2,0,0,997.2,3.1,0,9,0,60,0,13,14.02,3.1,4.2,14,14,10.3,2235
6-May-24,0,13.3,0,9.9,0,11.3,0,0.1,1003.7,5.5,0,10,0,320,0,16,13.54,1.2,1.6,15,15,11.4,548
7-May-24,0,15.8,0,8,0,8.1,0,0,1013,3.2,0,8,0,310,0,12,13.605,2,2.7,16.7,16.7,13.4,1297
8-May-24,0,17.9,0,9.3,0,6.3,0,0,1016.6,5.1,0,10,0,200,0,14,14.398,2.5,3.4,18.8,18.8,15.8,1557
9-May-24,0,20.8,0,8.9,0,7.7,0,0,1015.2,3.8,0,8,0,190,0,14,15.672,3.4,4.5,21.6,21.6,19,2238
10-May-24,0,22.6,0,11.6,0,10.2,0,0,1011.9,5,0,12,0,190,0,18,16.677,4.2,5.6,25,25,22.8,2582
11-May-24,0,22.8,0,10,0,7.1,0,0,1007.8,5.9,0,12,0,120,0,17,16.593,4,5.4,28,28,26.2,2515
12-May-24,0,20.8,0,12.2,0,11.1,0,6.1,999.4,4.4,0,10,0,250,0,15,16.667,2.7,3.5,23.9,23.9,22.4,1512
13-May-24,0,14.7,0,10.7,0,10.5,0,8.3,989.9,8.9,0,20,0,100,0,33,14.658,1.2,1.8,16.6,16.6,15.1,692
14-May-24,0,17.3,0,9.6,0,8.4,0,0.4,988.5,7.1,0,13,0,100,0,19,14.71,2.7,3.9,18.5,18.5,17.3,1915
15-May-24,0,18.4,0,9.5,0,9.2,0,0.2,993.2,6.3,0,13,0,120,0,20,15.335,2.9,4.1,20.7,20.7,19.8,2060
16-May-24,0,19.5,0,6.7,0,5.8,0,0.2,996.7,4.6,0,9,0,340,0,16,15.872,2.7,3.7,22.7,22.7,22,1857
17-May-24,0,16.8,0,12.1,0,11.6,0,0.1,1000.8,4.8,0,9,0,10,0,14,15.867,1.9,2.6,24.1,24.1,23.6,1150
18-May-24,0,18.8,0,10,0,10.6,0,0.2,1006.5,5.9,0,10,0,340,0,15,15.497,2,2.8,25.5,25.5,25.2,1164
19-May-24,0,21.1,0,6.6,0,3.8,0,0,1007.4,3.7,0,8,0,70,0,12,16.653,3.7,5,28.3,28.3,28.3,2650
20-May-24,0,19.4,0,7.8,0,5.7,0,0,1004.7,5.2,0,9,0,60,0,15,17.067,3.1,4.4,30.6,30.6,30.9,2295
21-May-24,0,17.9,0,11.4,0,9.6,0,0,1001.4,4.6,0,11,0,80,0,15,16.95,2.4,3.3,32.4,32.4,32.8,1568
22-May-24,0,16.4,0,10,0,11.9,0,0,1002.3,9.1,0,16,0,300,0,26,15.885,2,2.7,33.8,33.8,34.3,968
23-May-24,0,13.6,0,8.7,0,8,0,0,1005.8,10.9,0,17,0,300,0,28,13.83,2.6,3.7,35.6,35.6,36.2,1306
24-May-24,0,12.5,0,8.3,0,8,0,1.5,1007.1,5.3,0,9,0,250,0,13,13.333,1.5,2,35.1,35.1,35.8,803
25-May-24,0,15.5,0,9.9,0,9.5,0,2.5,1003.5,7.2,0,15,0,100,0,22,14.243,2.7,3.8,34.4,34.4,35.3,1632
26-May-24,0,16.2,0,9.9,0,9.3,0,7.9,998.5,5.9,0,11,0,250,0,16,14.09,1.8,2.4,27.7,27.7,28.8,908
27-May-24,0,16.4,0,7.5,0,6.7,0,0.6,1000.3,7.6,0,14,0,200,0,19,14.472,2.7,4,29.2,29.2,30.4,1929
28-May-24,0,17.3,0,11.1,0,10.3,0,5.5,997,10,0,19,0,250,0,31,14.767,2.1,3,25.2,25.2,26.5,1194
29-May-24,0,16,0,10.2,0,9.2,0,0.3,999.9,8,0,11,0,320,0,20,14.73,2.2,3.1,26.6,26.6,28,1301
30-May-24,0,15.7,0,10.5,0,9.7,0,0,1008.1,10.1,0,16,0,320,0,24,14.41,2.5,3.6,28.4,28.4,30.1,1396
31-May-24,0,17.5,0,8.2,0,7,0,0,1015.9,6.5,0,12,0,310,0,17,15.182,3.4,4.7,30.9,30.9,32.8,2292
1-Jun-24,0,19,0,8.5,0,6.8,0,0,1019.8,4.6,0,10,0,350,0,14,15.948,3.3,4.4,33.3,33.3,35.3,2172
2-Jun-24,0,19.7,0,5.9,0,3.3,0,0,1019.2,4.7,0,10,0,300,0,16,16.555,3.2,4.4,35.5,35.5,37.7,2219
3-Jun-24,0,17.3,0,11.9,0,12.1,0,0,1011.5,7.6,0,12,0,240,0,17,16.407,2,2.8,36.9,36.9,39.1,1091
4-Jun-24,0,16.2,0,5.7,0,11.5,0,0.3,1001.8,10.7,0,17,0,290,0,28,15.775,2.8,4.4,38.4,38.4,40.8,2138
5-Jun-24,0,14.9,0,5.2,0,3.9,0,0,1004.4,8.8,0,15,0,270,0,23,14.275,3,4.4,40.4,40.4,42.9,2127
6-Jun-24,0,15.5,0,4.5,0,1.8,0,1.6,1006.8,6.3,0,15,0,250,0,23,14.432,2.8,4,40.5,40.5,43.1,2069
7-Jun-24,0,17.9,0,6.2,0,1.9,0,0,1005.8,9.8,0,18,0,250,0,26,14.455,2.9,4.3,42.4,42.4,45.1,1900
8-Jun-24,0,17,0,8.1,0,7,0,0.3,1005.1,8.2,0,12,0,260,0,20,15.255,3.8,5.4,44.4,44.4,47.2,2492
9-Jun-24,0,13.7,0,8.5,0,6.5,0,3.4,1003.5,10.1,0,16,0,240,0,23,14.295,1.8,2.7,42.1,42.1,45,1054
10-Jun-24,0,16.6,0,5.7,0,4.2,0,0.2,1007.2,7.9,0,13,0,330,0,21,14.102,3.3,4.8,43.9,43.9,46.9,2204
11-Jun-24,0,15.4,0,5.1,0,1.6,0,0,1012.4,5.9,0,11,0,330,0,18,13.935,2.7,3.8,45.6,45.6,48.7,1750
12-Jun-24,0,16.2,0,4.6,0,0.2,0,0,1008.6,3.9,0,10,0,100,0,14,14.565,2.8,3.8,47.2,47.2,50.4,1860
13-Jun-24,0,17.5,0,10.2,0,7.6,0,13.8,994.4,9.9,0,18,0,160,0,29,14.265,2,2.9,34.6,34.6,37.8,989
14-Jun-24,0,16.6,0,9.1,0,9.4,0,0.3,986.1,7.9,0,16,0,230,0,22,15.413,3.4,5,36.6,36.6,40,2442
15-Jun-24,0,16.3,0,7.2,0,5.7,0,4,987.1,4.2,0,11,0,0,0,18,15.352,2.6,3.5,34.4,34.4,37.8,1690
16-Jun-24,0,18.4,0,5.3,0,1.8,0,0.1,992.7,5.6,0,12,0,260,0,19,15.332,3.1,4.3,36.4,36.4,39.9,2224
17-Jun-24,0,17.3,0,8.8,0,6.3,0,0,1001.5,6.1,0,11,0,330,0,15,15.858,2.4,3.3,38,38,41.6,1392
